intron	2023004	2023244
exon	2023245	2023403
intron	2023404	2023704
exon	2023705	2023856
intron	2023857	2025033
exon	2025034	2025156
intron	2025157	2025697
exon	2025698	2025788
intron	2025789	2025901
exon	2025902	2025985
intron	2025986	2028687
exon	2028688	2028833
intron	2028834	2029330
exon	2029331	2029401
intron	2029402	2030353
exon	2030354	2030445
intron	2030446	2030582
exon	2030583	2030635
intron	2030636	2030935
exon	2030936	2031015
intron	2031016	2031239
exon	2031240	2031307
intron	2031308	2031977
exon	2031978	2032066
intron	2032067	2032275
exon	2032276	2032381
intron	2032382	2032719
exon	2032720	2032793
nc	2032794	2033624
exon	2033625	2034287
nc	2034288	2035594
exon	2035595	2035754
nc	2035755	2040774
exon	2040775	2040804
nc	2040805	2042313
exon	2042314	2042400
intron	2042401	2057681
exon	2057682	2057695
intron	2057696	2058107
exon	2058108	2058272
intron	2058273	2065262
exon	2065263	2065275
intron	2065276	2065300
exon	2065301	2065400
intron	2065401	2108348
exon	2108349	2108649
intron	2108650	2124696
exon	2124697	2124820
intron	2124821	2125258
exon	2125259	2125327
intron	2125328	2125591
exon	2125592	2125661
intron	2125662	2127440
exon	2127441	2130558
intron	2130559	2130585
exon	2130586	2133936
intron	2133937	2134213
exon	2134214	2134320
intron	2134321	2135008
exon	2135009	2135212
intron	2135213	2135715
exon	2135716	2135800
intron	2135801	2136368
exon	2136369	2136542
intron	2136543	2139738
exon	2139739	2139860
intron	2139861	2147715
exon	2147716	2147807
intron	2147808	2153785
exon	2153786	2154981
intron	2154982	2156902
exon	2156903	2156934
intron	2156935	2157099
exon	2157100	2157349
intron	2157350	2158665
exon	2158666	2158881
intron	2158882	2162448
exon	2162449	2162507
intron	2162508	2162712
exon	2162713	2162874
intron	2162875	2163902
exon	2163903	2164010
intron	2164011	2164116
exon	2164117	2164203
intron	2164204	2164318
exon	2164319	2164528
intron	2164529	2164532
exon	2164533	2165622
intron	2165623	2165686
exon	2165687	2165806
intron	2165807	2165882
exon	2165883	2166013
intron	2166014	2166457
exon	2166458	2166534
intron	2166535	2166649
exon	2166650	2166797
intron	2166798	2166884
exon	2166885	2167142
intron	2167143	2167214
exon	2167215	2167284
intron	2167285	2167967
exon	2167968	2168085
intron	2168086	2168427
exon	2168428	2168509
intron	2168510	2168677
exon	2168678	2168796
intron	2168797	2169141
exon	2169142	2169353
intron	2169354	2169455
exon	2169456	2169554
intron	2169555	2169866
exon	2169867	2169999
intron	2170000	2170395
exon	2170396	2170563
intron	2170564	2171566
exon	2171567	2171726
intron	2171727	2172091
exon	2172092	2172219
intron	2172220	2172465
exon	2172466	2172569
intron	2172570	2172972
exon	2172973	2173045
intron	2173046	2173724
exon	2173725	2173837
intron	2173838	2173967
exon	2173968	2174095
intron	2174096	2176240
exon	2176241	2176372
intron	2176373	2176573
exon	2176574	2176746
nc	2176747	2251376
exon	2251377	2252324
intron	2252325	2252584
exon	2252585	2254668
nc	2254669	2262558
exon	2262559	2263830
intron	2263831	2267780
exon	2267781	2267934
intron	2267935	2268024
exon	2268025	2268105
intron	2268106	2271094
exon	2271095	2271275
intron	2271276	2272017
exon	2272018	2272134
intron	2272135	2273128
exon	2273129	2273218
intron	2273219	2274597
exon	2274598	2274658
intron	2274659	2276698
exon	2276699	2276823
intron	2276824	2277669
exon	2277670	2277889
nc	2277890	2282600
exon	2282601	2282964
intron	2282965	2283096
exon	2283097	2283315
intron	2283316	2283913
exon	2283914	2284034
intron	2284035	2284149
exon	2284150	2284633
nc	2284634	2318511
exon	2318512	2320344
intron	2320345	2321336
exon	2321337	2321420
intron	2321421	2326609
exon	2326610	2326708
intron	2326709	2327054
exon	2327055	2327136
intron	2327137	2327219
exon	2327220	2327329
intron	2327330	2328551
exon	2328552	2328600
intron	2328601	2329593
exon	2329594	2329801
intron	2329802	2333687
exon	2333688	2333757
intron	2333758	2337267
exon	2337268	2337794
nc	2337795	2355705
exon	2355706	2356764
intron	2356765	2357453
exon	2357454	2357617
intron	2357618	2366481
exon	2366482	2366798
intron	2366799	2367222
exon	2367223	2367368
nc	2367369	2367547
exon	2367548	2367826
intron	2367827	2368640
exon	2368641	2368788
intron	2368789	2369244
exon	2369245	2369355
intron	2369356	2369466
exon	2369467	2369554
intron	2369555	2369801
exon	2369802	2370002
intron	2370003	2370979
exon	2370980	2371066
intron	2371067	2371876
exon	2371877	2374473
nc	2374474	2375181
exon	2375182	2375562
intron	2375563	2375643
exon	2375644	2375735
intron	2375736	2376360
exon	2376361	2376441
intron	2376442	2376525
exon	2376526	2376685
intron	2376686	2377049
exon	2377050	2377225
intron	2377226	2377320
exon	2377321	2377463
intron	2377464	2377726
exon	2377727	2377847
intron	2377848	2378020
exon	2378021	2378184
intron	2378185	2378280
exon	2378281	2378469
intron	2378470	2378931
exon	2378932	2379039
intron	2379040	2379764
exon	2379765	2379872
intron	2379873	2380706
exon	2380707	2380820
intron	2380821	2380822
exon	2380823	2380858
intron	2380859	2380993
exon	2380994	2381171
intron	2381172	2381256
exon	2381257	2381447
intron	2381448	2381771
exon	2381772	2381935
intron	2381936	2381937
exon	2381938	2381999
intron	2382000	2382254
exon	2382255	2382414
intron	2382415	2383349
exon	2383350	2383522
intron	2383523	2383699
exon	2383700	2383888
intron	2383889	2384006
exon	2384007	2384160
intron	2384161	2384440
exon	2384441	2384558
intron	2384559	2384707
exon	2384708	2384813
intron	2384814	2385534
exon	2385535	2385617
intron	2385618	2385883
exon	2385884	2385963
intron	2385964	2386076
exon	2386077	2386228
intron	2386229	2386863
exon	2386864	2387060
intron	2387061	2387392
exon	2387393	2387580
intron	2387581	2387745
exon	2387746	2387876
intron	2387877	2388655
exon	2388656	2388765
intron	2388766	2388999
exon	2389000	2389148
intron	2389149	2390164
exon	2390165	2390287
intron	2390288	2390502
exon	2390503	2390695
intron	2390696	2391719
exon	2391720	2391889
intron	2391890	2392581
exon	2392582	2392736
intron	2392737	2392950
exon	2392951	2393087
intron	2393088	2393370
exon	2393371	2393543
intron	2393544	2393640
exon	2393641	2393723
intron	2393724	2394306
exon	2394307	2394442
intron	2394443	2394603
exon	2394604	2394702
intron	2394703	2394808
exon	2394809	2394960
intron	2394961	2395592
exon	2395593	2395690
intron	2395691	2396824
exon	2396825	2396879
intron	2396880	2397358
exon	2397359	2397550
intron	2397551	2398397
exon	2398398	2398568
intron	2398569	2399574
exon	2399575	2399737
intron	2399738	2400265
exon	2400266	2400446
nc	2400447	2401756
exon	2401757	2401839
intron	2401840	2402051
exon	2402052	2402149
nc	2402150	2422531
exon	2422532	2423521
nc	2423522	2425401
exon	2425402	2425866
intron	2425867	2426021
exon	2426022	2426123
intron	2426124	2426161
exon	2426162	2426369
intron	2426370	2426967
exon	2426968	2431975
nc	2431976	2433685
exon	2433686	2433902
intron	2433903	2435318
exon	2435319	2435364
intron	2435365	2441963
exon	2441964	2442206
intron	2442207	2442340
exon	2442341	2442430
intron	2442431	2443122
exon	2443123	2443214
intron	2443215	2443539
exon	2443540	2443677
intron	2443678	2444162
exon	2444163	2444286
intron	2444287	2451141
exon	2451142	2451330
intron	2451331	2452733
exon	2452734	2452824
intron	2452825	2453616
exon	2453617	2453821
intron	2453822	2457851
exon	2457852	2457999
intron	2458000	2458525
exon	2458526	2458628
intron	2458629	2458937
exon	2458938	2459059
intron	2459060	2461732
exon	2461733	2461842
intron	2461843	2463061
exon	2463062	2463234
intron	2463235	2463886
exon	2463887	2463999
intron	2464000	2464334
exon	2464335	2464422
intron	2464423	2464846
exon	2464847	2464934
intron	2464935	2466798
exon	2466799	2467887
nc	2467888	2471691
exon	2471692	2471762
nc	2471763	2472178
exon	2472179	2472292
nc	2472293	2473867
exon	2473868	2474169
nc	2474170	2518643
exon	2518644	2519846
intron	2519847	2520753
exon	2520754	2520824
intron	2520825	2522004
exon	2522005	2522489
intron	2522490	2526044
exon	2526045	2526345
nc	2526346	2548387
exon	2548388	2548669
nc	2548670	2549289
exon	2549290	2549647
nc	2549648	2549896
exon	2549897	2550019
nc	2550020	2550112
exon	2550113	2550590
nc	2550591	2550696
exon	2550697	2550780
nc	2550781	2552312
exon	2552313	2552396
nc	2552397	2557666
exon	2557667	2557728
intron	2557729	2563181
exon	2563182	2563310
intron	2563311	2564478
exon	2564479	2564590
intron	2564591	2564660
exon	2564661	2565039
intron	2565040	2565667
exon	2565668	2566094
intron	2566095	2566421
exon	2566422	2566473
intron	2566474	2566921
exon	2566922	2567018
intron	2567019	2567220
exon	2567221	2567379
intron	2567380	2567756
exon	2567757	2569330
intron	2569331	2569375
exon	2569376	2569891
intron	2569892	2577559
exon	2577560	2577740
intron	2577741	2580774
exon	2580775	2581197
intron	2581198	2582633
exon	2582634	2583843
intron	2583844	2587378
exon	2587379	2588405
intron	2588406	2588637
exon	2588638	2588770
intron	2588771	2589087
exon	2589088	2589309
intron	2589310	2589675
exon	2589676	2589784
intron	2589785	2590778
exon	2590779	2590908
intron	2590909	2591293
exon	2591294	2591377
intron	2591378	2591810
exon	2591811	2592001
intron	2592002	2593339
exon	2593340	2593416
intron	2593417	2594625
exon	2594626	2594944
intron	2594945	2595145
exon	2595146	2595345
intron	2595346	2595781
exon	2595782	2595844
intron	2595845	2598080
exon	2598081	2598237
intron	2598238	2598244
exon	2598245	2598288
intron	2598289	2598409
exon	2598410	2598483
intron	2598484	2599794
exon	2599795	2599865
intron	2599866	2599963
exon	2599964	2600064
intron	2600065	2600318
exon	2600319	2600434
intron	2600435	2600676
exon	2600677	2600807
intron	2600808	2604521
exon	2604522	2604627
intron	2604628	2609677
exon	2609678	2609862
intron	2609863	2610012
exon	2610013	2610102
intron	2610103	2618232
exon	2618233	2618363
intron	2618364	2618475
exon	2618476	2618645
intron	2618646	2623439
exon	2623440	2623703
intron	2623704	2630122
exon	2630123	2630186
nc	2630187	2630337
exon	2630338	2630477
intron	2630478	2631437
exon	2631438	2631529
intron	2631530	2632106
exon	2632107	2632197
intron	2632198	2632894
exon	2632895	2633002
intron	2633003	2635365
exon	2635366	2635419
intron	2635420	2635833
exon	2635834	2635942
intron	2635943	2637226
exon	2637227	2637354
intron	2637355	2639144
exon	2639145	2639213
intron	2639214	2643277
exon	2643278	2643464
intron	2643465	2643658
exon	2643659	2643781
intron	2643782	2644191
exon	2644192	2644247
intron	2644248	2645719
exon	2645720	2645787
intron	2645788	2649006
exon	2649007	2649105
intron	2649106	2649145
exon	2649146	2649177
intron	2649178	2649199
exon	2649200	2649281
intron	2649282	2649360
exon	2649361	2649454
intron	2649455	2650668
exon	2650669	2650796
intron	2650797	2653732
exon	2653733	2653909
intron	2653910	2661665
exon	2661666	2661789
intron	2661790	2662902
exon	2662903	2663002
intron	2663003	2663780
exon	2663781	2663957
intron	2663958	2664036
exon	2664037	2664191
intron	2664192	2665189
exon	2665190	2665335
intron	2665336	2666615
exon	2666616	2666778
intron	2666779	2667084
exon	2667085	2667198
intron	2667199	2669491
exon	2669492	2669593
intron	2669594	2670356
exon	2670357	2670519
intron	2670520	2670638
exon	2670639	2670904
intron	2670905	2670972
exon	2670973	2671026
intron	2671027	2671044
exon	2671045	2671185
intron	2671186	2671309
exon	2671310	2671386
intron	2671387	2672458
exon	2672459	2672639
intron	2672640	2673230
exon	2673231	2673406
intron	2673407	2673727
exon	2673728	2673874
intron	2673875	2675023
exon	2675024	2675213
intron	2675214	2675293
exon	2675294	2675473
intron	2675474	2675563
exon	2675564	2675588
intron	2675589	2676405
exon	2676406	2676466
intron	2676467	2676587
exon	2676588	2676691
intron	2676692	2677010
exon	2677011	2677129
intron	2677130	2677668
exon	2677669	2677829
intron	2677830	2678038
exon	2678039	2678129
intron	2678130	2678716
exon	2678717	2678886
intron	2678887	2679101
exon	2679102	2679249
intron	2679250	2679689
exon	2679690	2679828
intron	2679829	2681142
exon	2681143	2681230
intron	2681231	2681486
exon	2681487	2681581
intron	2681582	2681805
exon	2681806	2681946
intron	2681947	2682371
exon	2682372	2682470
intron	2682471	2682547
exon	2682548	2682740
intron	2682741	2683139
exon	2683140	2683248
intron	2683249	2683538
exon	2683539	2686587
intron	2686588	2686909
exon	2686910	2687028
intron	2687029	2689972
exon	2689973	2690086
intron	2690087	2690179
exon	2690180	2690340
intron	2690341	2691740
exon	2691741	2691772
intron	2691773	2698112
exon	2698113	2698340
intron	2698341	2698730
exon	2698731	2698812
intron	2698813	2699595
exon	2699596	2699712
intron	2699713	2702030
exon	2702031	2702110
intron	2702111	2702592
exon	2702593	2702710
intron	2702711	2703888
exon	2703889	2704324
nc	2704325	2722664
exon	2722665	2724076
intron	2724077	2750166
exon	2750167	2750309
intron	2750310	2750545
exon	2750546	2750679
intron	2750680	2751661
exon	2751662	2751830
intron	2751831	2752050
exon	2752051	2752143
intron	2752144	2753660
exon	2753661	2753722
intron	2753723	2757057
exon	2757058	2757238
intron	2757239	2757758
exon	2757759	2760307
nc	2760308	2763244
exon	2763245	2764802
intron	2764803	2789195
exon	2789196	2789338
intron	2789339	2790314
exon	2790315	2790463
intron	2790464	2790722
exon	2790723	2790891
intron	2790892	2791086
exon	2791087	2791182
intron	2791183	2791519
exon	2791520	2791652
intron	2791653	2792011
exon	2792012	2792149
intron	2792150	2792521
exon	2792522	2792580
intron	2792581	2793201
exon	2793202	2793288
intron	2793289	2794624
exon	2794625	2795689
nc	2795690	2800345
exon	2800346	2801618
intron	2801619	2801770
exon	2801771	2801868
intron	2801869	2801966
exon	2801967	2802064
intron	2802065	2802151
exon	2802152	2802249
intron	2802250	2802405
exon	2802406	2802530
intron	2802531	2803767
exon	2803768	2803895
intron	2803896	2804073
exon	2804074	2804219
intron	2804220	2805595
exon	2805596	2805683
intron	2805684	2807007
exon	2807008	2807301
nc	2807302	2807895
exon	2807896	2809027
intron	2809028	2809552
exon	2809553	2810654
intron	2810655	2812924
exon	2812925	2813127
intron	2813128	2813894
exon	2813895	2813997
intron	2813998	2814620
exon	2814621	2815288
nc	2815289	2816520
exon	2816521	2818251
intron	2818252	2818379
exon	2818380	2818449
intron	2818450	2818539
exon	2818540	2818696
intron	2818697	2819663
exon	2819664	2819775
intron	2819776	2819905
exon	2819906	2820127
intron	2820128	2820225
exon	2820226	2820369
intron	2820370	2820656
exon	2820657	2820831
intron	2820832	2820917
exon	2820918	2821068
intron	2821069	2821151
exon	2821152	2821267
intron	2821268	2821385
exon	2821386	2821481
intron	2821482	2821556
exon	2821557	2821654
intron	2821655	2821790
exon	2821791	2821852
intron	2821853	2822177
exon	2822178	2822325
intron	2822326	2823757
exon	2823758	2823905
intron	2823906	2824332
exon	2824333	2824664
intron	2824665	2825161
exon	2825162	2825805
intron	2825806	2825861
exon	2825862	2826075
nc	2826076	2826130
exon	2826131	2826540
nc	2826541	2826623
exon	2826624	2827488
nc	2827489	2830248
exon	2830249	2831281
intron	2831282	2831810
exon	2831811	2832042
